"seller_id","name","domain","seller_type","email","address","version","seller_json_source"
"1001","Australian Geographic Holdings Pty Ltd","australiangeographic.com.au","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1002","Diversify Media Inc.","flyost.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1003","Diversify Media Inc.","sizzlepixs.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1004","Sarp Infotech solutions Pvt ltd","examveda.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1005","GPUCheck.com","gpucheck.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1006","Graylock media B.V.","topfamilymag.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1007","Graylock media B.V.","topjourneymag.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1008","Graylock media B.V.","topwomensmag.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1009","Inquirer Interactive Inc.","inquirer.net","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1010","Jagran Prakashan Ltd.","jagran.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1011","Jagran Prakashan Ltd.","mid-day.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1012","Jagran Prakashan Ltd.","onlymyhealth.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1013","Jagran Prakashan Ltd.","inextlive.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1014","Le Sud Multimedia","geographie-spiele.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1015","Le Sud Multimedia","jeux-geographiques.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1016","Student Media LLC","translate.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1017","Asia Today Singapore Pte Ltd","zee5.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1018","Starts at 60 Pty Ltd","startsat60.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1019","Student Media LLC","cite4me.org","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1020","Student Media LLC","studentshare.org","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1021","PIXNET DIGITAL MEDIA CORPORATION","pixnet.net","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1022","KG Media (PT. Kreasi Intisari Nusantara)","bolasport.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1023","KG Media (PT. Kreasi Intisari Nusantara)","gridoto.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1024","KG Media (PT. Kreasi Intisari Nusantara)","motorplus-online.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1025","The Independent News (Singapore)","theindependent.sg","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1026","Ask.fm","ask.fm","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1027","BEACHGRIT ","Beachgrit.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1028","Zee Media Corporation Limited","ZeeBiz.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1029","Zee Media Corporation Limited","ZeeNews.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1030","Zee Media Corporation Limited","WioNews.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1031","Zee Media Corporation Limited","DNAIndia.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1032","Zee Media Corporation Limited","India.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1033","Zee Media Corporation Limited","BGR.in","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1034","Zee Media Corporation Limited","CricketCountry.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1035","Zee Media Corporation Limited","Bollywoodlife.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1036","Zee Media Corporation Limited","Thehealthsite.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1037","ET Net Limited","Etnet.com.hk","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1038","Bastillepost","Bastillepost.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1039","Skymet Weather Services Pvt. Ltd.","Skymetweather.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1040","I3 LLC","i3investor.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1041","Nova Entertainment Pty Ltd","Novafm.com.au","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1042","Nova Entertainment Pty Ltd","Smooth.com.au","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1043","Nova Entertainment Pty Ltd","Fiveaa.com.au","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1044","Nova Entertainment Pty Ltd","GOAT.com.au","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1045","Nova Entertainment Pty Ltd","star1045.com.au","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1046","Stay at Home Mum Pty Ltd","stayathomemum.com.au","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1047","Yeah1 Group","yeah1.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1048","Yeah1 Group","yeah1music.net","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1049","Yeah1 Group","mnewsvn.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1050","Yeah1 Group","kul.vn","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1051","Yeah1 Group","Break.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1052","Philstar Global Corp","Philstar.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1053","Business Travel Media Pty Ltd","executivetraveller.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1054","Demlit Pty. Ltd. T/A global astrology network","astrology.com.au","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1055","Smoothlane company limited","autostation.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1056","Diversify Media Inc.","smallbizdaily.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1057","i-do.com.au Pty Ltd","i-do.com.au","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1058","Louder with Crowder LLC","louderwithcrowder.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1059","Express Publications (Madurai) Private Limited","newindianexpress.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1060","ShoppingLifestyle","shoppinglifestyle.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1061","ShoppingLifestyle","travelmiso.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1062","ShoppingLifestyle","caloriemania.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1063","thainarak.net","thainarak.net","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1064","Kaori Nusantara","kaorinusantara.or.id","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1065","Worldnovel","worldnovel.online","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
"1066","Worldnovel","webnovelindonesia.com","PUBLISHER","ops@adsparc.com","Level 7 54 Park St, Sydney, NSW 2000","1.0","adsparc.com"
